Namespace(batch_size=32, cuda=True, dropout=0.1, emb_dropout=0.1, clip=0.4, epochs=30, ksize=4, data='./data/lambada', emsize=500, levels=5, log_interval=100, lr=4, nhid=500, seed=1111, tied=True, optim='SGD', validseqlen=50, seq_len=100, corpus=False, power=2, save='model_WL_power2.pt')
torch.Size([32, 6782901])
Total # of words: 93216
Weight tied
| epoch   1 |   100/135658 batches | lr 4.00000 | ms/batch 167.77790 | loss 12.34 | ppl 228852.24
| epoch   2 | 19300/135658 batches | lr 4.00000 | ms/batch 104.43334 | loss  3.98 | ppl    53.71
| epoch   2 | 19400/135658 batches | lr 4.00000 | ms/batch 103.78116 | loss  4.00 | ppl    54.63
| epoch   2 | 19500/135658 batches | lr 4.00000 | ms/batch 103.79041 | loss  4.02 | ppl    55.87
| epoch   2 | 19600/135658 batches | lr 4.00000 | ms/batch 103.95950 | loss  4.02 | ppl    55.48
| epoch   2 | 19700/135658 batches | lr 4.00000 | ms/batch 104.00901 | loss  4.02 | ppl    55.60
| epoch   2 | 19800/135658 batches | lr 4.00000 | ms/batch 103.92381 | loss  3.94 | ppl    51.43
| epoch   2 | 19900/135658 batches | lr 4.00000 | ms/batch 104.65075 | loss  3.97 | ppl    52.83
| epoch   2 | 20000/135658 batches | lr 4.00000 | ms/batch 104.06809 | loss  4.05 | ppl    57.35
| epoch   2 | 20100/135658 batches | lr 4.00000 | ms/batch 104.03858 | loss  4.03 | ppl    56.42
| epoch   2 | 20200/135658 batches | lr 4.00000 | ms/batch 103.90708 | loss  3.99 | ppl    54.20
| epoch   2 | 20300/135658 batches | lr 4.00000 | ms/batch 103.87789 | loss  3.95 | ppl    52.13
| epoch   2 | 20400/135658 batches | lr 4.00000 | ms/batch 104.20070 | loss  3.97 | ppl    53.06
| epoch   2 | 20500/135658 batches | lr 4.00000 | ms/batch 105.42683 | loss  3.98 | ppl    53.34
| epoch   2 | 20600/135658 batches | lr 4.00000 | ms/batch 103.10450 | loss  4.00 | ppl    54.69
| epoch   2 | 20700/135658 batches | lr 4.00000 | ms/batch 103.85011 | loss  3.98 | ppl    53.46
| epoch   2 | 20800/135658 batches | lr 4.00000 | ms/batch 103.67848 | loss  3.98 | ppl    53.35
| epoch   2 | 20900/135658 batches | lr 4.00000 | ms/batch 103.83427 | loss  4.05 | ppl    57.63
| epoch   2 | 21000/135658 batches | lr 4.00000 | ms/batch 103.94927 | loss  4.09 | ppl    60.00
| epoch   2 | 21100/135658 batches | lr 4.00000 | ms/batch 104.25295 | loss  3.99 | ppl    54.21
| epoch   2 | 21200/135658 batches | lr 4.00000 | ms/batch 104.37054 | loss  4.01 | ppl    55.14
| epoch   2 | 21300/135658 batches | lr 4.00000 | ms/batch 103.80848 | loss  3.97 | ppl    53.15
| epoch   2 | 21400/135658 batches | lr 4.00000 | ms/batch 103.87272 | loss  3.93 | ppl    50.90
| epoch   2 | 21500/135658 batches | lr 4.00000 | ms/batch 103.83873 | loss  3.96 | ppl    52.54
| epoch   2 | 21600/135658 batches | lr 4.00000 | ms/batch 103.82232 | loss  3.92 | ppl    50.43
| epoch   2 | 21700/135658 batches | lr 4.00000 | ms/batch 103.93204 | loss  3.97 | ppl    53.04
| epoch   2 | 21800/135658 batches | lr 4.00000 | ms/batch 104.33913 | loss  3.94 | ppl    51.41
| epoch   2 | 21900/135658 batches | lr 4.00000 | ms/batch 103.95639 | loss  3.98 | ppl    53.39
| epoch   2 | 22000/135658 batches | lr 4.00000 | ms/batch 103.89445 | loss  3.99 | ppl    53.90
| epoch   2 | 22100/135658 batches | lr 4.00000 | ms/batch 103.84301 | loss  3.97 | ppl    52.91
| epoch   2 | 22200/135658 batches | lr 4.00000 | ms/batch 103.95615 | loss  3.95 | ppl    51.90
| epoch   2 | 22300/135658 batches | lr 4.00000 | ms/batch 104.06408 | loss  3.91 | ppl    49.79
| epoch   2 | 22400/135658 batches | lr 4.00000 | ms/batch 104.62364 | loss  3.95 | ppl    52.00
| epoch   2 | 22500/135658 batches | lr 4.00000 | ms/batch 103.93762 | loss  3.89 | ppl    49.14
| epoch   2 | 22600/135658 batches | lr 4.00000 | ms/batch 104.03442 | loss  3.92 | ppl    50.42
| epoch   2 | 22700/135658 batches | lr 4.00000 | ms/batch 104.18127 | loss  3.91 | ppl    49.77
| epoch   2 | 22800/135658 batches | lr 4.00000 | ms/batch 104.03769 | loss  3.92 | ppl    50.40
| epoch   2 | 22900/135658 batches | lr 4.00000 | ms/batch 103.89230 | loss  3.95 | ppl    51.79
| epoch   2 | 23000/135658 batches | lr 4.00000 | ms/batch 104.41862 | loss  3.94 | ppl    51.52
| epoch   2 | 23100/135658 batches | lr 4.00000 | ms/batch 103.87532 | loss  3.89 | ppl    48.67
| epoch   2 | 23200/135658 batches | lr 4.00000 | ms/batch 103.82089 | loss  3.87 | ppl    47.72
| epoch   2 | 23300/135658 batches | lr 4.00000 | ms/batch 103.93360 | loss  3.87 | ppl    48.05
| epoch   2 | 23400/135658 batches | lr 4.00000 | ms/batch 103.81151 | loss  3.88 | ppl    48.52
| epoch   2 | 23500/135658 batches | lr 4.00000 | ms/batch 103.81143 | loss  3.84 | ppl    46.74
| epoch   2 | 23600/135658 batches | lr 4.00000 | ms/batch 104.36291 | loss  3.92 | ppl    50.57
| epoch   2 | 23700/135658 batches | lr 4.00000 | ms/batch 103.80302 | loss  3.96 | ppl    52.31
| epoch   2 | 23800/135658 batches | lr 4.00000 | ms/batch 103.78965 | loss  3.90 | ppl    49.47
| epoch   2 | 23900/135658 batches | lr 4.00000 | ms/batch 103.93365 | loss  3.90 | ppl    49.62
| epoch   2 | 24000/135658 batches | lr 4.00000 | ms/batch 103.80368 | loss  3.89 | ppl    48.74
| epoch   2 | 24100/135658 batches | lr 4.00000 | ms/batch 103.91290 | loss  3.89 | ppl    49.02
| epoch   2 | 24200/135658 batches | lr 4.00000 | ms/batch 104.56746 | loss  3.90 | ppl    49.58
| epoch   2 | 24300/135658 batches | lr 4.00000 | ms/batch 104.27644 | loss  3.91 | ppl    50.06
| epoch   2 | 24400/135658 batches | lr 4.00000 | ms/batch 103.77374 | loss  3.88 | ppl    48.55
| epoch   2 | 24500/135658 batches | lr 4.00000 | ms/batch 103.97620 | loss  3.86 | ppl    47.44
| epoch   2 | 24600/135658 batches | lr 4.00000 | ms/batch 102.46261 | loss  3.93 | ppl    50.83
| epoch   2 | 24700/135658 batches | lr 4.00000 | ms/batch 104.02710 | loss  3.97 | ppl    52.97
| epoch   2 | 24800/135658 batches | lr 4.00000 | ms/batch 104.36599 | loss  3.99 | ppl    54.03
| epoch   2 | 24900/135658 batches | lr 4.00000 | ms/batch 104.07633 | loss  3.95 | ppl    52.11
| epoch   2 | 25000/135658 batches | lr 4.00000 | ms/batch 103.74896 | loss  3.96 | ppl    52.69
| epoch   2 | 25100/135658 batches | lr 4.00000 | ms/batch 103.80286 | loss  3.94 | ppl    51.60
| epoch   2 | 25200/135658 batches | lr 4.00000 | ms/batch 104.10829 | loss  3.90 | ppl    49.44
| epoch   2 | 25300/135658 batches | lr 4.00000 | ms/batch 103.75668 | loss  3.95 | ppl    51.89
| epoch   2 | 25400/135658 batches | lr 4.00000 | ms/batch 104.34364 | loss  3.93 | ppl    50.95
| epoch   2 | 25500/135658 batches | lr 4.00000 | ms/batch 104.23176 | loss  3.92 | ppl    50.51
| epoch   2 | 25600/135658 batches | lr 4.00000 | ms/batch 103.60353 | loss  3.91 | ppl    49.73
| epoch   2 | 25700/135658 batches | lr 4.00000 | ms/batch 104.11516 | loss  3.93 | ppl    51.08
| epoch   2 | 25800/135658 batches | lr 4.00000 | ms/batch 104.13261 | loss  3.92 | ppl    50.44
| epoch   2 | 25900/135658 batches | lr 4.00000 | ms/batch 104.38498 | loss  3.95 | ppl    52.16
| epoch   2 | 26000/135658 batches | lr 4.00000 | ms/batch 104.40493 | loss  3.96 | ppl    52.33
| epoch   2 | 26100/135658 batches | lr 4.00000 | ms/batch 103.83103 | loss  4.01 | ppl    54.90
| epoch   2 | 26200/135658 batches | lr 4.00000 | ms/batch 103.82047 | loss  4.07 | ppl    58.36
| epoch   2 | 26300/135658 batches | lr 4.00000 | ms/batch 104.23028 | loss  4.04 | ppl    56.83
| epoch   2 | 26400/135658 batches | lr 4.00000 | ms/batch 103.91814 | loss  3.95 | ppl    52.08
| epoch   2 | 26500/135658 batches | lr 4.00000 | ms/batch 103.90636 | loss  3.96 | ppl    52.51
| epoch   2 | 26600/135658 batches | lr 4.00000 | ms/batch 104.44524 | loss  3.90 | ppl    49.31
| epoch   2 | 26700/135658 batches | lr 4.00000 | ms/batch 103.78497 | loss  3.96 | ppl    52.28
| epoch   2 | 26800/135658 batches | lr 4.00000 | ms/batch 103.80578 | loss  3.93 | ppl    50.81
| epoch   2 | 26900/135658 batches | lr 4.00000 | ms/batch 103.82905 | loss  3.95 | ppl    51.95
| epoch   2 | 27000/135658 batches | lr 4.00000 | ms/batch 103.89374 | loss  3.95 | ppl    52.10
| epoch   2 | 27100/135658 batches | lr 4.00000 | ms/batch 103.92405 | loss  3.92 | ppl    50.25
| epoch   2 | 27200/135658 batches | lr 4.00000 | ms/batch 104.66357 | loss  3.97 | ppl    53.02
| epoch   2 | 27300/135658 batches | lr 4.00000 | ms/batch 104.21837 | loss  3.99 | ppl    53.92
| epoch   2 | 27400/135658 batches | lr 4.00000 | ms/batch 103.77732 | loss  3.98 | ppl    53.47
| epoch   2 | 27500/135658 batches | lr 4.00000 | ms/batch 102.68955 | loss  3.91 | ppl    49.88
| epoch   2 | 27600/135658 batches | lr 4.00000 | ms/batch 102.10323 | loss  3.95 | ppl    51.98
| epoch   2 | 27700/135658 batches | lr 4.00000 | ms/batch 103.85690 | loss  3.91 | ppl    49.79
| epoch   2 | 27800/135658 batches | lr 4.00000 | ms/batch 104.26751 | loss  3.93 | ppl    51.02
| epoch   2 | 27900/135658 batches | lr 4.00000 | ms/batch 103.84466 | loss  3.87 | ppl    47.81
| epoch   2 | 28000/135658 batches | lr 4.00000 | ms/batch 103.84703 | loss  3.91 | ppl    49.94
| epoch   2 | 28100/135658 batches | lr 4.00000 | ms/batch 103.87332 | loss  3.87 | ppl    47.81
| epoch   2 | 28200/135658 batches | lr 4.00000 | ms/batch 104.08480 | loss  3.88 | ppl    48.48
| epoch   2 | 28300/135658 batches | lr 4.00000 | ms/batch 103.95900 | loss  3.83 | ppl    46.02
| epoch   2 | 28400/135658 batches | lr 4.00000 | ms/batch 104.43761 | loss  3.82 | ppl    45.57
| epoch   2 | 28500/135658 batches | lr 4.00000 | ms/batch 104.06478 | loss  3.87 | ppl    48.12
| epoch   2 | 28600/135658 batches | lr 4.00000 | ms/batch 103.91585 | loss  3.93 | ppl    51.09
| epoch   2 | 28700/135658 batches | lr 4.00000 | ms/batch 103.81664 | loss  3.87 | ppl    47.93
| epoch   2 | 28800/135658 batches | lr 4.00000 | ms/batch 103.86803 | loss  3.92 | ppl    50.36
| epoch   2 | 28900/135658 batches | lr 4.00000 | ms/batch 103.99580 | loss  3.98 | ppl    53.72
| epoch   2 | 29000/135658 batches | lr 4.00000 | ms/batch 103.86533 | loss  3.98 | ppl    53.62
| epoch   2 | 29100/135658 batches | lr 4.00000 | ms/batch 104.71201 | loss  3.93 | ppl    50.96
| epoch   2 | 29200/135658 batches | lr 4.00000 | ms/batch 103.92755 | loss  3.94 | ppl    51.58
| epoch   2 | 29300/135658 batches | lr 4.00000 | ms/batch 104.05844 | loss  3.93 | ppl    50.94
| epoch   2 | 29400/135658 batches | lr 4.00000 | ms/batch 103.80494 | loss  3.94 | ppl    51.21
| epoch   2 | 29500/135658 batches | lr 4.00000 | ms/batch 104.10580 | loss  3.89 | ppl    48.73
| epoch   2 | 29600/135658 batches | lr 4.00000 | ms/batch 101.97933 | loss  3.91 | ppl    49.87
| epoch   2 | 29700/135658 batches | lr 4.00000 | ms/batch 102.30622 | loss  3.94 | ppl    51.56
| epoch   2 | 29800/135658 batches | lr 4.00000 | ms/batch 101.74240 | loss  3.92 | ppl    50.36
| epoch   2 | 29900/135658 batches | lr 4.00000 | ms/batch 103.61103 | loss  3.95 | ppl    51.79
| epoch   2 | 30000/135658 batches | lr 4.00000 | ms/batch 103.85405 | loss  4.00 | ppl    54.35
| epoch   2 | 30100/135658 batches | lr 4.00000 | ms/batch 103.99534 | loss  3.96 | ppl    52.56
| epoch   2 | 30200/135658 batches | lr 4.00000 | ms/batch 104.03100 | loss  3.95 | ppl    51.93
| epoch   2 | 30300/135658 batches | lr 4.00000 | ms/batch 104.69807 | loss  3.98 | ppl    53.76
| epoch   2 | 30400/135658 batches | lr 4.00000 | ms/batch 104.00583 | loss  4.01 | ppl    55.42
| epoch   2 | 30500/135658 batches | lr 4.00000 | ms/batch 103.95180 | loss  4.01 | ppl    54.93
| epoch   2 | 30600/135658 batches | lr 4.00000 | ms/batch 103.86422 | loss  4.00 | ppl    54.73
| epoch   2 | 30700/135658 batches | lr 4.00000 | ms/batch 103.87118 | loss  3.99 | ppl    53.96
| epoch   2 | 30800/135658 batches | lr 4.00000 | ms/batch 103.86837 | loss  3.96 | ppl    52.27
| epoch   2 | 30900/135658 batches | lr 4.00000 | ms/batch 104.54101 | loss  3.95 | ppl    52.19
| epoch   2 | 31000/135658 batches | lr 4.00000 | ms/batch 103.80186 | loss  3.90 | ppl    49.29
| epoch   2 | 31100/135658 batches | lr 4.00000 | ms/batch 103.44734 | loss  3.94 | ppl    51.38
| epoch   2 | 31200/135658 batches | lr 4.00000 | ms/batch 101.83870 | loss  3.94 | ppl    51.19
| epoch   2 | 31300/135658 batches | lr 4.00000 | ms/batch 101.75269 | loss  3.92 | ppl    50.35
| epoch   2 | 31400/135658 batches | lr 4.00000 | ms/batch 101.75706 | loss  3.93 | ppl    50.86
| epoch   2 | 31500/135658 batches | lr 4.00000 | ms/batch 104.79725 | loss  3.92 | ppl    50.23
| epoch   2 | 31600/135658 batches | lr 4.00000 | ms/batch 103.76738 | loss  3.92 | ppl    50.59
| epoch   2 | 31700/135658 batches | lr 4.00000 | ms/batch 104.04865 | loss  3.93 | ppl    51.08
| epoch   2 | 31800/135658 batches | lr 4.00000 | ms/batch 104.19634 | loss  3.89 | ppl    49.02
| epoch   2 | 31900/135658 batches | lr 4.00000 | ms/batch 103.80845 | loss  3.95 | ppl    51.77
| epoch   2 | 32000/135658 batches | lr 4.00000 | ms/batch 103.00004 | loss  3.87 | ppl    48.12
| epoch   2 | 32100/135658 batches | lr 4.00000 | ms/batch 104.47945 | loss  3.92 | ppl    50.50
| epoch   2 | 32200/135658 batches | lr 4.00000 | ms/batch 103.80371 | loss  3.92 | ppl    50.54
| epoch   2 | 32300/135658 batches | lr 4.00000 | ms/batch 104.05855 | loss  3.94 | ppl    51.55
| epoch   2 | 32400/135658 batches | lr 4.00000 | ms/batch 103.87935 | loss  4.01 | ppl    55.42
| epoch   2 | 32500/135658 batches | lr 4.00000 | ms/batch 103.82156 | loss  3.99 | ppl    54.12
| epoch   2 | 32600/135658 batches | lr 4.00000 | ms/batch 103.84745 | loss  3.98 | ppl    53.70
| epoch   2 | 32700/135658 batches | lr 4.00000 | ms/batch 104.65506 | loss  3.93 | ppl    50.70
| epoch   2 | 32800/135658 batches | lr 4.00000 | ms/batch 103.81938 | loss  3.94 | ppl    51.42
| epoch   2 | 32900/135658 batches | lr 4.00000 | ms/batch 103.79554 | loss  3.92 | ppl    50.34
| epoch   2 | 33000/135658 batches | lr 4.00000 | ms/batch 103.81909 | loss  3.93 | ppl    50.90
| epoch   2 | 33100/135658 batches | lr 4.00000 | ms/batch 103.80199 | loss  4.00 | ppl    54.79
| epoch   2 | 33200/135658 batches | lr 4.00000 | ms/batch 103.83056 | loss  3.93 | ppl    51.02
| epoch   2 | 33300/135658 batches | lr 4.00000 | ms/batch 104.27727 | loss  3.99 | ppl    53.89
| epoch   2 | 33400/135658 batches | lr 4.00000 | ms/batch 103.52436 | loss  3.96 | ppl    52.62
| epoch   2 | 33500/135658 batches | lr 4.00000 | ms/batch 103.78146 | loss  4.01 | ppl    55.10
| epoch   2 | 33600/135658 batches | lr 4.00000 | ms/batch 103.82485 | loss  4.04 | ppl    57.06
| epoch   2 | 33700/135658 batches | lr 4.00000 | ms/batch 104.15064 | loss  3.99 | ppl    54.02
| epoch   2 | 33800/135658 batches | lr 4.00000 | ms/batch 103.89281 | loss  4.03 | ppl    56.06
| epoch   2 | 33900/135658 batches | lr 4.00000 | ms/batch 104.26142 | loss  3.98 | ppl    53.51
| epoch   2 | 34000/135658 batches | lr 4.00000 | ms/batch 103.77646 | loss  4.03 | ppl    56.46
| epoch   2 | 34100/135658 batches | lr 4.00000 | ms/batch 104.26762 | loss  4.00 | ppl    54.53
| epoch   2 | 34200/135658 batches | lr 4.00000 | ms/batch 102.35412 | loss  4.00 | ppl    54.44
| epoch   2 | 34300/135658 batches | lr 4.00000 | ms/batch 102.80776 | loss  4.02 | ppl    55.62
| epoch   2 | 34400/135658 batches | lr 4.00000 | ms/batch 103.73225 | loss  3.93 | ppl    50.84
| epoch   2 | 34500/135658 batches | lr 4.00000 | ms/batch 104.33037 | loss  3.99 | ppl    53.95
| epoch   2 | 34600/135658 batches | lr 4.00000 | ms/batch 103.77469 | loss  3.97 | ppl    53.10
| epoch   2 | 34700/135658 batches | lr 4.00000 | ms/batch 103.78400 | loss  3.97 | ppl    53.04
| epoch   2 | 34800/135658 batches | lr 4.00000 | ms/batch 103.80718 | loss  3.97 | ppl    52.83
| epoch   2 | 34900/135658 batches | lr 4.00000 | ms/batch 103.79229 | loss  3.96 | ppl    52.48
| epoch   2 | 35000/135658 batches | lr 4.00000 | ms/batch 103.78807 | loss  4.04 | ppl    56.59
| epoch   2 | 35100/135658 batches | lr 4.00000 | ms/batch 104.52079 | loss  4.02 | ppl    55.47
| epoch   2 | 35200/135658 batches | lr 4.00000 | ms/batch 104.00554 | loss  4.07 | ppl    58.27
| epoch   2 | 35300/135658 batches | lr 4.00000 | ms/batch 103.94044 | loss  3.97 | ppl    53.24
| epoch   2 | 35400/135658 batches | lr 4.00000 | ms/batch 103.85382 | loss  4.02 | ppl    55.70
| epoch   2 | 35500/135658 batches | lr 4.00000 | ms/batch 103.81661 | loss  3.97 | ppl    52.89
| epoch   2 | 35600/135658 batches | lr 4.00000 | ms/batch 103.81184 | loss  3.93 | ppl    51.03
| epoch   2 | 35700/135658 batches | lr 4.00000 | ms/batch 103.85870 | loss  3.91 | ppl    50.12
| epoch   2 | 35800/135658 batches | lr 4.00000 | ms/batch 104.49659 | loss  3.96 | ppl    52.60
| epoch   2 | 35900/135658 batches | lr 4.00000 | ms/batch 103.81715 | loss  4.00 | ppl    54.41
| epoch   2 | 36000/135658 batches | lr 4.00000 | ms/batch 104.04990 | loss  3.98 | ppl    53.69
| epoch   2 | 36100/135658 batches | lr 4.00000 | ms/batch 103.80814 | loss  3.89 | ppl    49.02
| epoch   2 | 36200/135658 batches | lr 4.00000 | ms/batch 103.78900 | loss  3.97 | ppl    52.73
| epoch   2 | 36300/135658 batches | lr 4.00000 | ms/batch 103.84589 | loss  3.92 | ppl    50.50
| epoch   2 | 36400/135658 batches | lr 4.00000 | ms/batch 104.38554 | loss  3.88 | ppl    48.20
| epoch   2 | 36500/135658 batches | lr 4.00000 | ms/batch 103.91468 | loss  3.94 | ppl    51.65
| epoch   2 | 36600/135658 batches | lr 4.00000 | ms/batch 103.94140 | loss  3.93 | ppl    50.75
| epoch   2 | 36700/135658 batches | lr 4.00000 | ms/batch 103.84585 | loss  3.85 | ppl    46.90
| epoch   2 | 36800/135658 batches | lr 4.00000 | ms/batch 103.82879 | loss  3.86 | ppl    47.69
| epoch   2 | 36900/135658 batches | lr 4.00000 | ms/batch 103.73725 | loss  3.84 | ppl    46.46
| epoch   2 | 37000/135658 batches | lr 4.00000 | ms/batch 104.62949 | loss  3.90 | ppl    49.21
| epoch   2 | 37100/135658 batches | lr 4.00000 | ms/batch 103.88972 | loss  3.85 | ppl    47.19
| epoch   2 | 37200/135658 batches | lr 4.00000 | ms/batch 104.08037 | loss  3.86 | ppl    47.64
| epoch   2 | 37300/135658 batches | lr 4.00000 | ms/batch 103.90865 | loss  3.92 | ppl    50.60
| epoch   2 | 37400/135658 batches | lr 4.00000 | ms/batch 103.83080 | loss  3.97 | ppl    52.98
| epoch   2 | 37500/135658 batches | lr 4.00000 | ms/batch 103.99510 | loss  3.95 | ppl    52.18
| epoch   2 | 37600/135658 batches | lr 4.00000 | ms/batch 103.63490 | loss  3.94 | ppl    51.18
| epoch   2 | 37700/135658 batches | lr 4.00000 | ms/batch 101.74746 | loss  3.93 | ppl    51.13
| epoch   2 | 37800/135658 batches | lr 4.00000 | ms/batch 101.77049 | loss  3.93 | ppl    51.01
| epoch   2 | 37900/135658 batches | lr 4.00000 | ms/batch 101.74389 | loss  3.99 | ppl    53.87
| epoch   2 | 38000/135658 batches | lr 4.00000 | ms/batch 102.08275 | loss  3.96 | ppl    52.67
| epoch   2 | 38100/135658 batches | lr 4.00000 | ms/batch 101.73957 | loss  3.95 | ppl    51.71
| epoch   2 | 38200/135658 batches | lr 4.00000 | ms/batch 102.33401 | loss  3.97 | ppl    53.15
| epoch   2 | 38300/135658 batches | lr 4.00000 | ms/batch 103.66750 | loss  3.97 | ppl    52.76
| epoch   2 | 38400/135658 batches | lr 4.00000 | ms/batch 103.25277 | loss  3.92 | ppl    50.23
| epoch   2 | 38500/135658 batches | lr 4.00000 | ms/batch 103.93778 | loss  3.85 | ppl    46.80
| epoch   2 | 38600/135658 batches | lr 4.00000 | ms/batch 103.97682 | loss  3.89 | ppl    49.00
| epoch   2 | 38700/135658 batches | lr 4.00000 | ms/batch 104.09187 | loss  3.90 | ppl    49.31
| epoch   2 | 38800/135658 batches | lr 4.00000 | ms/batch 104.49061 | loss  3.86 | ppl    47.39
| epoch   2 | 38900/135658 batches | lr 4.00000 | ms/batch 103.79374 | loss  3.86 | ppl    47.41
| epoch   2 | 39000/135658 batches | lr 4.00000 | ms/batch 103.94000 | loss  3.85 | ppl    47.08
| epoch   2 | 39100/135658 batches | lr 4.00000 | ms/batch 103.80316 | loss  3.88 | ppl    48.39
| epoch   2 | 39200/135658 batches | lr 4.00000 | ms/batch 103.84096 | loss  3.88 | ppl    48.42
| epoch   2 | 39300/135658 batches | lr 4.00000 | ms/batch 103.88130 | loss  3.91 | ppl    49.79
| epoch   2 | 39400/135658 batches | lr 4.00000 | ms/batch 104.57526 | loss  3.90 | ppl    49.16
| epoch   2 | 39500/135658 batches | lr 4.00000 | ms/batch 103.82402 | loss  3.90 | ppl    49.22
| epoch   2 | 39600/135658 batches | lr 4.00000 | ms/batch 103.66865 | loss  3.88 | ppl    48.47
| epoch   2 | 39700/135658 batches | lr 4.00000 | ms/batch 101.74599 | loss  3.87 | ppl    47.79
| epoch   2 | 39800/135658 batches | lr 4.00000 | ms/batch 101.75599 | loss  3.88 | ppl    48.40
| epoch   2 | 39900/135658 batches | lr 4.00000 | ms/batch 102.20907 | loss  3.90 | ppl    49.61
| epoch   2 | 40000/135658 batches | lr 4.00000 | ms/batch 104.41532 | loss  3.82 | ppl    45.83
| epoch   2 | 40100/135658 batches | lr 4.00000 | ms/batch 103.30777 | loss  3.89 | ppl    49.04
| epoch   2 | 40200/135658 batches | lr 4.00000 | ms/batch 102.43676 | loss  3.92 | ppl    50.57
| epoch   2 | 40300/135658 batches | lr 4.00000 | ms/batch 102.76277 | loss  3.92 | ppl    50.39
| epoch   2 | 40400/135658 batches | lr 4.00000 | ms/batch 103.18917 | loss  3.96 | ppl    52.31
| epoch   2 | 40500/135658 batches | lr 4.00000 | ms/batch 102.81293 | loss  3.95 | ppl    52.10
| epoch   2 | 40600/135658 batches | lr 4.00000 | ms/batch 103.84178 | loss  3.94 | ppl    51.39
| epoch   2 | 40700/135658 batches | lr 4.00000 | ms/batch 103.77032 | loss  3.94 | ppl    51.24
| epoch   2 | 40800/135658 batches | lr 4.00000 | ms/batch 103.80013 | loss  3.90 | ppl    49.55
| epoch   2 | 40900/135658 batches | lr 4.00000 | ms/batch 103.34904 | loss  3.90 | ppl    49.24
| epoch   2 | 41000/135658 batches | lr 4.00000 | ms/batch 101.74240 | loss  3.87 | ppl    47.79
| epoch   2 | 41100/135658 batches | lr 4.00000 | ms/batch 102.92863 | loss  3.86 | ppl    47.39
| epoch   2 | 41200/135658 batches | lr 4.00000 | ms/batch 102.57111 | loss  3.94 | ppl    51.29
| epoch   2 | 41300/135658 batches | lr 4.00000 | ms/batch 102.31342 | loss  3.86 | ppl    47.66
| epoch   2 | 41400/135658 batches | lr 4.00000 | ms/batch 103.35720 | loss  3.78 | ppl    43.98
| epoch   2 | 41500/135658 batches | lr 4.00000 | ms/batch 103.80198 | loss  3.83 | ppl    45.84
| epoch   2 | 41600/135658 batches | lr 4.00000 | ms/batch 103.78950 | loss  3.82 | ppl    45.72
| epoch   2 | 41700/135658 batches | lr 4.00000 | ms/batch 103.76775 | loss  3.88 | ppl    48.39
| epoch   2 | 41800/135658 batches | lr 4.00000 | ms/batch 103.96668 | loss  3.86 | ppl    47.24
| epoch   2 | 41900/135658 batches | lr 4.00000 | ms/batch 104.30879 | loss  3.85 | ppl    46.96
| epoch   2 | 42000/135658 batches | lr 4.00000 | ms/batch 104.40788 | loss  3.88 | ppl    48.35
| epoch   2 | 42100/135658 batches | lr 4.00000 | ms/batch 104.41855 | loss  3.80 | ppl    44.89
| epoch   2 | 42200/135658 batches | lr 4.00000 | ms/batch 104.02462 | loss  3.82 | ppl    45.38
| epoch   2 | 42300/135658 batches | lr 4.00000 | ms/batch 104.01796 | loss  3.90 | ppl    49.47
| epoch   2 | 42400/135658 batches | lr 4.00000 | ms/batch 104.13871 | loss  3.91 | ppl    49.80
| epoch   2 | 42500/135658 batches | lr 4.00000 | ms/batch 104.73632 | loss  3.90 | ppl    49.32
| epoch   2 | 42600/135658 batches | lr 4.00000 | ms/batch 104.09974 | loss  3.90 | ppl    49.22
| epoch   2 | 42700/135658 batches | lr 4.00000 | ms/batch 104.46629 | loss  3.82 | ppl    45.60
| epoch   2 | 42800/135658 batches | lr 4.00000 | ms/batch 102.87961 | loss  3.88 | ppl    48.26
| epoch   2 | 42900/135658 batches | lr 4.00000 | ms/batch 101.79216 | loss  3.95 | ppl    52.01
| epoch   2 | 43000/135658 batches | lr 4.00000 | ms/batch 103.04304 | loss  3.95 | ppl    52.19
| epoch   2 | 43100/135658 batches | lr 4.00000 | ms/batch 104.62874 | loss  3.91 | ppl    50.11
| epoch   2 | 43200/135658 batches | lr 4.00000 | ms/batch 104.20030 | loss  3.93 | ppl    50.80
| epoch   2 | 43300/135658 batches | lr 4.00000 | ms/batch 104.14540 | loss  3.98 | ppl    53.25
| epoch   2 | 43400/135658 batches | lr 4.00000 | ms/batch 103.99621 | loss  3.93 | ppl    51.13
| epoch   2 | 43500/135658 batches | lr 4.00000 | ms/batch 103.81930 | loss  3.94 | ppl    51.30
| epoch   2 | 43600/135658 batches | lr 4.00000 | ms/batch 103.08908 | loss  3.93 | ppl    51.03
| epoch   2 | 43700/135658 batches | lr 4.00000 | ms/batch 104.04645 | loss  3.91 | ppl    49.71
| epoch   2 | 43800/135658 batches | lr 4.00000 | ms/batch 102.07929 | loss  3.94 | ppl    51.46
| epoch   2 | 43900/135658 batches | lr 4.00000 | ms/batch 102.14786 | loss  3.92 | ppl    50.32
| epoch   2 | 44000/135658 batches | lr 4.00000 | ms/batch 104.08546 | loss  3.86 | ppl    47.62
| epoch   2 | 44100/135658 batches | lr 4.00000 | ms/batch 103.46833 | loss  3.88 | ppl    48.31
| epoch   2 | 44200/135658 batches | lr 4.00000 | ms/batch 102.34473 | loss  3.93 | ppl    50.81
